drg_definition,procedure_id,procedure_name,provider_id,provider_name,street_address,city,state,zip_code,region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,patient_payments
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450596,LAKE GRANBURY MEDICAL CENTER,1310 PALUXY RD,GRANBURY,TX,76048,TX - Fort Worth,23,242884.74,24291.78,23090.39,1201.39
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,921 GESSNER,HOUSTON,TX,77024,TX - Houston,16,100749.88,26067.13,21019.75,5047.38
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,HOUSTON,TX,77082,TX - Houston,18,268350.33,41819,29258.17,12560.83
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,DALLAS,TX,75230,TX - Dallas,27,199119.93,30878.78,21191.52,9687.26
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450651,MEDICAL CENTER OF PLANO,3901 W 15TH ST,PLANO,TX,75075,TX - Dallas,82,213349.22,27099.27,20983.11,6116.16
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450656,NACOGDOCHES MEDICAL CENTER,4920 NE STALLINGS DRIVE,NACOGDOCHES,TX,75961,TX - Houston,28,160415.32,22989.57,18240.29,4749.28
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,EL PASO,TX,79902,TX - El Paso,27,211118.67,26463.7,19098.22,7365.48
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,TX - Houston,21,193370.29,28910.71,19321.19,9589.52
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450672,PLAZA MEDICAL CENTER OF FORT WORTH,900 EIGHTH AVENUE,FORT WORTH,TX,76104,TX - Fort Worth,21,233790.43,26593.71,25149.33,1444.38
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450702,LONGVIEW REGIONAL MEDICAL CENTER,2901 N FOURTH ST,LONGVIEW,TX,75605,TX - Longview,62,222394.85,25329.6,19109.66,6219.94
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,AUSTIN,TX,78704,TX - Austin,12,178059.33,29437.08,19905.17,9531.91
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,6800 SCENIC DR,ROWLETT,TX,75088,TX - Dallas,17,145824.29,24103.41,22861.53,1241.88
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,3000 N I-35,DENTON,TX,76201,TX - Dallas,18,109616.5,23168.39,21920.61,1247.78
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,5151 HARRY HINES BLVD,DALLAS,TX,75390,TX - Dallas,41,86568.71,29171.9,22522.37,6649.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6200 W PARKER RD,PLANO,TX,75093,TX - Dallas,49,93793.69,24286,21610.39,2675.61
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,TX - Houston,13,74197.08,22696.15,18699.85,3996.3
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,6100 HARRIS PKWY,FORT WORTH,TX,76132,TX - Fort Worth,83,104626.52,25504.04,21801.45,3702.59
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",7101 S PADRE ISLAND DR,CORPUS CHRISTI,TX,78412,TX - Corpus Christi,20,244332.8,24707.4,23287.4,1420
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,TEXARKANA,TX,75504,AR - Texarkana,40,132588.1,23061.6,18835.43,4226.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450804,TEXAS ORTHOPEDIC HOSPITAL,7401 SOUTH MAIN STREET,HOUSTON,TX,77030,TX - Houston,70,136769.64,28071.89,17760.84,10311.05
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450808,NORTHWEST HILLS SURGICAL HOSPITAL,6818 AUSTIN CTR BLVD SUITE 100,AUSTIN,TX,78731,TX - Austin,63,182738.59,25965.25,23509.25,2456
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TX - Austin,73,259460.05,32018.96,24288.85,7730.11
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450820,METHODIST SUGAR LAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,TX - Houston,38,115587.24,23653,22433.11,1219.89
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450825,CORNERSTONE REGIONAL HOSPITAL,2302 CORNERSTONE BOULEVARD,EDINBURG,TX,78539,TX - McAllen,27,82699.74,18648,17115.48,1532.52
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450827,KELL WEST REGIONAL HOSPITAL,5402 KELL WEST BOULEVARD,WICHITA FALLS,TX,76310,TX - Wichita Falls,77,43926.9,22343.47,20560.52,1782.95
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450834,"PHYSICIANS CENTRE,THE",3131 UNIVERSITY DRIVE EAST,BRYAN,TX,77802,TX - Bryan,26,62859.46,22288.12,19901.88,2386.24
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450844,METHODIST WILLOWBROOK HOSPITAL,18220 TOMBALL PARKWAY,HOUSTON,TX,77070,TX - Houston,25,144042.2,25693,21194.2,4498.8
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450847,MEMORIAL HERMANN KATY HOSPITAL,23900 KATY FREEWAY,KATY,TX,77494,TX - Houston,13,77799.23,29609.62,20743.08,8866.54
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,17500 W GRAND PARKWAY SOUTH,SUGAR LAND,TX,77479,TX - Houston,11,63352.91,23789.27,22759.45,1029.82
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450853,BAYLOR MEDICAL CENTER AT FRISCO,5601 WARREN PARKWAY,FRISCO,TX,75034,TX - Dallas,62,117054.6,36157.11,23092.21,13064.9
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450855,HARLINGEN MEDICAL CENTER,5501 SOUTH EXPRESSWAY 77,HARLINGEN,TX,78550,TX - Harlingen,15,117142.6,19035.2,17871,1164.2
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450856,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,TX - San Antonio,134,57952.16,21917.9,19683.99,2233.91
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450862,ST LUKE'S THE WOODLANDS HOSPITAL,17200 ST LUKE'S WAY,THE WOODLANDS,TX,77384,TX - Houston,34,143875.09,28757.79,21945.76,6812.03
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450864,TEXAS SPINE AND JOINT HOSPITAL,1814 ROSELAND BOULEVARD,TYLER,TX,75701,TX - Tyler,239,78121.7,22884.74,18889.44,3995.3
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450869,DOCTORS HOSPITAL AT RENAISSANCE,5501 SOUTH MCCOLL,EDINBURG,TX,78539,TX - McAllen,41,89267.05,25876.61,24750.27,1126.34
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450871,ARISE AUSTIN MEDICAL CENTER,3003 BEE CAVES ROAD,AUSTIN,TX,78746,TX - Austin,28,92025.46,20651.04,17796.79,2854.25
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450872,USMD HOSPITAL AT ARLINGTON L P,801 W INTERSTATE 20,ARLINGTON,TX,76017,TX - Fort Worth,30,91471.8,27765.27,19563.93,8201.34
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,TX - Dallas,16,84951.31,36759.44,17231.75,19527.69
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450875,QUAIL CREEK SURGICAL HOSPITAL,6819 PLUM CREEK,AMARILLO,TX,79124,TX - Amarillo,46,61234.61,22505.26,16175.46,6329.8
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450876,LUBBOCK HEART HOSPITAL LP,4810 NORTH LOOP 289,LUBBOCK,TX,79416,TX - Lubbock,55,42700.02,18822.47,15280.47,3542
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450877,FOUNDATION SURGICAL HOSPITAL OF EL PASO,1416 GEORGE DIETER,EL PASO,TX,79936,TX - El Paso,62,285892.34,50709.5,46348.76,4360.74
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450880,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,1800 PARK PLACE AVENUE,FORT WORTH,TX,76110,TX - Fort Worth,68,93917.09,28615.72,20234.53,8381.19
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450883,BAYLOR MEDICAL CENTER AT TROPHY CLUB,2850  E STATE HIGHWAY 114,TROPHY CLUB,TX,76262,TX - Dallas,24,97590.67,33287.96,25073.13,8214.83
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450885,BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL,12505 LEBANON ROAD,FRISCO,TX,75035,TX - Dallas,13,96484.69,24990.38,18949.54,6040.84
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450888,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,1545 E SOUTHLAKE BLVD,SOUTHLAKE,TX,76092,TX - Dallas,26,89801.85,29990.96,28789.65,1201.31
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,7115 GREENVILLE AVENUE SUITE 100,DALLAS,TX,75231,TX - Dallas,18,131388.39,39700.5,35137.17,4563.33
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,4700 ALLIANCE BOULEVARD,PLANO,TX,75093,TX - Dallas,18,115194.5,31867.67,26362,5505.67
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,6020 W PARKER ROAD,PLANO,TX,75093,TX - Dallas,19,70827.74,23404.95,20862.21,2542.74
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,450894,PINE CREEK MEDICAL CENTER LLP,9032 HARRY HINES BLVD,DALLAS,TX,75235,TX - Dallas,23,96922,24174.3,18841.74,5332.56
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460001,UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,UT - Provo,142,59929.17,26956.99,20428.13,6528.86
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460003,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,UT - Salt Lake City,21,75802.86,23784.43,21610.62,2173.81
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460004,MCKAY DEE HOSPITAL,4401 HARRISON BOULEVARD,OGDEN,UT,84403,UT - Ogden,77,67193.14,27565.12,20766.6,6798.52
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460005,OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,OGDEN,UT,84405,UT - Ogden,18,132431.83,31375.67,17337.78,14037.89
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84132,UT - Salt Lake City,112,69727.55,79955.54,29333.21,50622.33
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460010,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,UT - Salt Lake City,93,72270.17,29709.69,20607.76,9101.93
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460013,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH,PAYSON,UT,84651,UT - Provo,31,86052.77,28263.81,20344.84,7918.97
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,UT - Salt Lake City,43,62678.4,29394.81,19641.4,9753.41
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460021,DIXIE REGIONAL MEDICAL CENTER,1380 EAST MEDICAL CENTER DRIVE,ST GEORGE,UT,84790,UT - Salt Lake City,143,74836.02,27977.54,23846.67,4130.87
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460041,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,UT - Ogden,38,68089.13,26486.89,20337.26,6149.63
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460042,LAKEVIEW HOSPITAL,630 EAST MEDICAL DRIVE,BOUNTIFUL,UT,84010,UT - Salt Lake City,30,126102.8,24578.4,20073.4,4505
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460047,ST MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,UT - Salt Lake City,80,114557.98,27812.79,19920.81,7891.98
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,UT - Salt Lake City,59,47042.85,24603.12,18646.19,5956.93
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460051,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,UT - Salt Lake City,16,67137.75,24469.31,23220.31,1249
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,UT - Provo,25,110764.32,27255.24,21780.84,5474.4
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,460054,CACHE VALLEY  HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,UT - Salt Lake City,48,69426.71,22208.38,19775.65,2432.73
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,470003,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,BURLINGTON,VT,5401,VT - Burlington,47,80804,33630.64,31821.53,1809.11
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,470012,SOUTHWESTERN VERMONT MEDICAL CENTER,100 HOSPITAL DRIVE,BENNINGTON,VT,5201,NY - Albany,19,52228.32,28788.32,25547.16,3241.16
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,470024,NORTHWESTERN MEDICAL CENTER INC,133 FAIRFIELD STREET,SAINT ALBANS,VT,5478,VT - Burlington,41,45627.2,36239.49,35081.32,1158.17
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490004,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DRIVE,HARRISONBURG,VA,22801,VA - Charlottesville,20,63207.05,27650.8,26137.9,1512.9
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490005,WINCHESTER MEDICAL CENTER,1840 AMHERST ST,WINCHESTER,VA,22601,VA - Winchester,129,55548.35,25306.68,22039.15,3267.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490007,SENTARA NORFOLK GENERAL HOSPITAL,600 GRESHAM DR,NORFOLK,VA,23507,VA - Norfolk,84,97844.4,28602.23,24320.7,4281.53
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,JEFFERSON PARK AVE,CHARLOTTESVILLE,VA,22908,VA - Charlottesville,156,133085.04,40033.22,29653.63,10379.59
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,VA - Norfolk,80,187182.15,28891.8,25727.4,3164.4
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490017,BON SECOURS MARYVIEW MEDICAL CENTER,3636 HIGH STREET,PORTSMOUTH,VA,23707,VA - Norfolk,31,132051.84,26154.71,21577.61,4577.1
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490018,AUGUSTA HEALTH,78 MEDICAL CENTER DRIVE,FISHERSVILLE,VA,22939,VA - Charlottesville,25,208752.36,43715,42417.8,1297.2
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490021,"CENTRA  HEALTH, INC",1901 TATE SPRINGS ROAD,LYNCHBURG,VA,24501,VA - Lynchburg,42,47475.81,25509.21,20424.07,5085.14
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490022,"MARY WASHINGTON HOSPITAL, INC",1001 SAM PERRY BOULEVARD,FREDERICKSBURG,VA,22401,VA - Richmond,102,60902.67,24754.82,21164.32,3590.5
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490023,FAUQUIER HOSPITAL,500 HOSPITAL DRIVE,WARRENTON,VA,20186,VA - Arlington,15,115541.4,31668.07,30393.8,1274.27
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490024,CARILION ROANOKE MEMORIAL HOSPITAL,"1906 BELLEVIEW AVENUE, SE",ROANOKE,VA,24014,VA - Roanoke,89,105094.8,30840.52,22875.73,7964.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,1250 EAST MARSHALL STREET - BOX 980510,RICHMOND,VA,23298,VA - Richmond,63,125259.19,37784.44,28104.87,9679.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490040,INOVA ALEXANDRIA HOSPITAL,4320 SEMINARY RD,ALEXANDRIA,VA,22304,VA - Arlington,29,74411.24,23331.86,20437.28,2894.58
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490041,MARY IMMACULATE HOSPITAL,2 BERNARDINE DRIVE,NEWPORT NEWS,VA,23602,VA - Newport News,187,131089.7,22416.24,19443.02,2973.22
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,CHRISTIANSBURG,VA,24073,VA - Roanoke,20,95874.3,28754.25,19514.8,9239.45
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490043,INOVA LOUDOUN HOSPITAL,44045 RIVERSIDE PARKWAY,LEESBURG,VA,20176,VA - Arlington,12,75131.83,31844.92,19230.25,12614.67
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490044,SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23439,VA - Norfolk,51,79706.94,26171,19422.43,6748.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490045,NOVANT HEALTH PRINCE WILLIAM MEDICAL CENTER,8700 SUDLEY RD,MANASSAS,VA,20110,VA - Arlington,19,119731.11,33282.79,32338.95,943.84
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,VA - Roanoke,62,130996.02,22935.44,20594.34,2341.1
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490050,VIRGINIA HOSPITAL CENTER,1701 NORTH GEORGE MASON DRIVE,ARLINGTON,VA,22205,VA - Arlington,95,83262.32,26726.89,22277.82,4449.07
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,VA - Newport News,85,83058.82,25999.11,22532.32,3466.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 FIRST COLONIAL ROAD,VIRGINIA BEACH,VA,23454,VA - Norfolk,31,67252.39,24203.42,17742.42,6461
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490059,BON SECOURS ST MARYS HOSPITAL,5801 BREMO RD,RICHMOND,VA,23226,VA - Richmond,135,180807.19,29588.24,25941.67,3646.57
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,VA - Arlington,165,62108.46,32052.22,21869.96,10182.26
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,15,167509.4,22914.07,21662.87,1251.2
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,29,187400.93,34308.48,30535.59,3772.89
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,22911,VA - Charlottesville,59,50845.36,23997.2,18838.15,5159.05
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490093,SENTARA CAREPLEX HOSPITAL,3000 COLISEUM DRIVE,HAMPTON,VA,23666,VA - Newport News,38,67268.34,23408.61,20247.89,3160.72
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490101,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,VA - Arlington,76,62200.28,26294.59,21420.54,4874.05
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490107,RESTON HOSPITAL CENTER,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,VA - Arlington,101,91466.72,27369.98,17831.92,9538.06
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490112,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235,VA - Richmond,36,393498.58,29489.69,24755.58,4734.11
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,2300 OPITZ BOULEVARD,WOODBRIDGE,VA,22191,VA - Arlington,19,68642.11,25975.26,22297.47,3677.79
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,51,319004.29,30746.57,23600.27,7146.3
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,VA - Norfolk,26,75623.5,24389.04,20346.19,4042.85
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490120,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,23320,VA - Norfolk,116,56363.59,23931.41,20095.11,3836.3
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,VA - Arlington,14,64147.5,21812.79,17388.64,4424.15
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,VA - Richmond,51,178440.35,34949.9,29240.78,5709.12
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,VA - Richmond,40,57358.13,25945.88,19443.88,6502
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,500001,NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,WA - Seattle,27,86582.78,27296.44,23326.56,3969.88
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,460,Spinal Fusion,500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,WA - Spokane,135,81393.66,26913.72,22414.98,4498.74
