drg,procedure_id,procedure_name,provider_id,provider_name,address,city,state,zip_code,region,total_discharges,average_covered_charges,average_totalPayments,average_medicare_payments,patient_oop_payments
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330353,FOREST HILLS HOSPITAL,102 - 01 66TH ROAD,FOREST HILLS,New York,11375,NY - East Long Island,13,427867.38,108075.54,103609,4466.54
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,New York,11794,NY - East Long Island,23,493547.74,132951.87,108173.04,24778.83
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",33-57 HARRISON STREET,JOHNSON CITY,New York,13790,NY - Binghamton,14,209116.64,76006.29,70646.5,5359.79
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,New York,11691,NY - East Long Island,11,262258.36,119796.55,103860.18,15936.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,North Carolina,28025,NC - Charlotte,17,184270.82,57659.29,53401.12,4258.17
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,509 BILTMORE AVE,ASHEVILLE,North Carolina,28801,NC - Asheville,35,178230.83,61204.94,56179.09,5025.85
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,North Carolina,27103,NC - Winston-Salem,14,184034.43,66870.64,51719.29,15151.35
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340028,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,North Carolina,28302,NC - Raleigh,18,231545.94,50461.72,48173.94,2287.78
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,North Carolina,27710,NC - Durham,40,305451.28,103074.5,80799.95,22274.55
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340040,VIDANT MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,North Carolina,27834,NC - Greenville,52,260690.37,86414.63,73054.85,13359.78
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,North Carolina,27157,NC - Winston-Salem,24,152521.92,80508.42,68461.04,12047.38
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,North Carolina,28233,NC - Charlotte,12,212807.83,62196.5,58605.33,3591.17
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,North Carolina,27514,NC - Durham,18,261566.17,99378.5,85508.61,13869.89
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340069,"WAKEMED, RALEIGH CAMPUS",3000 NEW BERN AVE,RALEIGH,North Carolina,27610,NC - Raleigh,12,200933.33,64934.5,60702.33,4232.17
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,GREENSBORO,North Carolina,27401,NC - Greensboro,23,113470.87,43072.57,40880.17,2192.4
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,North Carolina,28203,NC - Charlotte,45,202035.18,68225.33,58708.76,9516.57
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340130,CAROLINAS HEALTHCARE SYSTEM UNION,600 HOSPITAL DR,MONROE,North Carolina,28110,NC - Charlotte,11,143276,51889.55,49720,2169.55
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340141,NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,North Carolina,28402,NC - Wilmington,21,213791.52,70232.57,64628.24,5604.33
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,North Carolina,27804,NC - Raleigh,12,191514.33,68537.92,62291.92,6246
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,350011,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,North Dakota,58122,ND - Fargo/Moorhead MN,28,281519.57,82468.18,73841.11,8627.07
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360003,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",234 GOODMAN STREET,CINCINNATI,Ohio,45219,OH - Cincinnati,41,296290.44,78914.44,67221.39,11693.05
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360006,RIVERSIDE METHODIST HOSPITAL,3535 OLENTANGY RIVER RD,COLUMBUS,Ohio,43214,OH - Columbus,34,222031,58028.82,55518.24,2510.58
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360012,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,Ohio,43081,OH - Columbus,12,126233.75,51530.67,49933.67,1597
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360017,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,Ohio,43215,OH - Columbus,15,249840.13,71164.93,66296.4,4868.53
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360020,SUMMA HEALTH SYSTEM,525 EAST MARKET STREET,AKRON,Ohio,44309,OH - Akron,24,327265.67,53558.83,49505.71,4053.12
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360035,MOUNT CARMEL WEST,793 WEST STATE STREET,COLUMBUS,Ohio,43222,OH - Columbus,29,160817.62,57301.72,51915.28,5386.44
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360039,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,Ohio,43701,OH - Columbus,13,107861.15,73096.46,71242.38,1854.08
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,Ohio,43699,OH - Toledo,13,242592,75788.54,66684.31,9104.23
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,Ohio,45409,OH - Dayton,12,287679.17,78987.33,56826.42,22160.91
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360059,METROHEALTH SYSTEM,2500 METROHEALTH DRIVE,CLEVELAND,Ohio,44109,OH - Cleveland,17,220860.18,95692.29,83750.88,11941.41
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,1044 BELMONT AVENUE,YOUNGSTOWN,Ohio,44501,OH - Youngstown,33,148512.09,46277.52,41188.61,5088.91
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360066,ST RITA'S MEDICAL CENTER,730 WEST MARKET STREET,LIMA,Ohio,45801,OH - Dayton,11,230652.45,57215.64,55426.18,1789.46
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,Ohio,43606,OH - Toledo,19,257239.63,52800.32,50797.58,2002.74
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360070,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,Ohio,44708,OH - Canton,11,97585.64,56370,53114.55,3255.45
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360084,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,Ohio,44710,OH - Canton,22,82757.68,44939.18,42065.68,2873.5
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360085,OHIO STATE UNIVERSITY HOSPITALS,410 WEST 10TH AVENUE,COLUMBUS,Ohio,43210,OH - Columbus,48,329457.13,81491.02,71742.65,9748.37
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360112,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,Ohio,43608,OH - Toledo,26,317416.46,74531.96,55423.35,19108.61
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360137,UNIVERSITY HOSPITALS CASE MEDICAL CENTER,11100 EUCLID AVENUE,CLEVELAND,Ohio,44106,OH - Cleveland,18,239497.22,74331.72,67375.78,6955.94
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360163,CHRIST HOSPITAL,2139 AUBURN AVENUE,CINCINNATI,Ohio,45219,OH - Cincinnati,18,279259.28,72204.56,65168.89,7035.67
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360180,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,Ohio,44195,OH - Cleveland,60,319925.13,79264.68,70470.08,8794.6
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,Ohio,44124,OH - Cleveland,13,141395.62,54143.54,53122.92,1020.62
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370001,HILLCREST MEDICAL CENTER,1120 SOUTH UTICA AVENUE,TULSA,Oklahoma,74104,OK - Tulsa,11,250745.64,59779.91,58017,1762.91
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,Oklahoma,73120,OK - Oklahoma City,21,198858.9,49064.19,48526.24,537.95
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370028,INTEGRIS BAPTIST MEDICAL CENTER,3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,Oklahoma,73112,OK - Oklahoma City,39,449072.1,80705.08,71819.56,8885.52
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370037,ST ANTHONY HOSPITAL,1000 NORTH LEE AVENUE,OKLAHOMA CITY,Oklahoma,73101,OK - Oklahoma City,12,226198.17,60359.58,58521.75,1837.83
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,Oklahoma,73505,OK - Lawton,24,177220.08,48189.71,46969.42,1220.29
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,Oklahoma,74136,OK - Tulsa,27,220996.37,67516.63,57100.11,10416.52
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370093,O U MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,Oklahoma,73104,OK - Oklahoma City,23,401612.83,74601.17,68765.91,5835.26
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,Oklahoma,73110,OK - Oklahoma City,11,572453.45,58784.09,58100.91,683.18
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,Oklahoma,73109,OK - Oklahoma City,16,329514.38,68637.69,52336.81,16300.88
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,370114,"ST JOHN MEDICAL CENTER, INC",1923 SOUTH UTICA AVENUE,TULSA,Oklahoma,74104,OK - Tulsa,20,170720.8,51374.95,49197.4,2177.55
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,Pennsylvania,17822,PA - Danville,16,323393.63,63498.13,56324.25,7173.88
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET,PHILADELPHIA,Pennsylvania,19140,PA - Philadelphia,25,811642.8,126608.04,101778.68,24829.36
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390028,UPMC MERCY,1400 LOCUST STREET,PITTSBURGH,Pennsylvania,15219,PA - Pittsburgh,16,275698.31,78548.94,64701.63,13847.31
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390044,READING HOSPITAL,SIXTH AVENUE AND SPRUCE ST,READING,Pennsylvania,19603,PA - Reading,14,259529.93,81132.64,74482.71,6649.93
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,Pennsylvania,17403,PA - York,17,147550.35,62216.59,58037.29,4179.3
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,Pennsylvania,18015,PA - Allentown,19,429001.74,69850.42,62280.42,7570
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,Pennsylvania,15212,PA - Pittsburgh,38,258917,77823.58,63670.61,14152.97
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390063,UPMC HAMOT,201 STATE STREET,ERIE,Pennsylvania,16550,PA - Erie,24,324349.79,48277.96,45950.79,2327.17
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390067,PINNACLE HEALTH HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,Pennsylvania,17105,PA - Harrisburg,17,175413.82,64740.35,58045.88,6694.47
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,Pennsylvania,16601,PA - Altoona,18,129089.33,48507.33,45867.94,2639.39
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,Pennsylvania,18840,PA - Sayre,15,149048.4,63063.93,59409.2,3654.73
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390110,MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET,JOHNSTOWN,Pennsylvania,15905,PA - Johnstown,27,93636.81,61643.04,56407.7,5235.34
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,Pennsylvania,19104,PA - Philadelphia,29,601580.86,107885.41,89947.55,17937.86
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390115,ARIA HEALTH,10800 KNIGHTS ROAD,PHILADELPHIA,Pennsylvania,19114,PA - Philadelphia,22,266240.23,65940.14,61227.32,4712.82
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,Pennsylvania,18105,PA - Allentown,27,492475.37,97359.19,59654.19,37705
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,Pennsylvania,18764,PA - Wilkes-Barre,16,199593,44233.69,42673.38,1560.31
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,Pennsylvania,19141,PA - Philadelphia,13,421353.46,123617.92,91876.62,31741.3
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,Pennsylvania,19023,PA - Philadelphia,20,377246.75,88310.6,70505.25,17805.35
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,PITTSBURGH,Pennsylvania,15213,PA - Pittsburgh,58,923512.17,102177.36,76773.53,25403.83
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,Pennsylvania,19107,PA - Philadelphia,69,397500.03,100512.46,88332.26,12180.2
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,Pennsylvania,19013,PA - Philadelphia,16,783542.44,85181.25,70934.38,14246.87
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,Pennsylvania,19096,PA - Philadelphia,18,444045.78,77649.28,73099.67,4549.61
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390204,NAZARETH HOSPITAL,2601 HOLME AVE,PHILADELPHIA,Pennsylvania,19152,PA - Philadelphia,13,171222.46,67456.31,66129,1327.31
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,Pennsylvania,19104,PA - Philadelphia,12,728783,116295.92,104187.33,12108.59
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,Pennsylvania,19001,PA - Philadelphia,16,517584.25,84527.13,76200.81,8326.32
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,Pennsylvania,18501,PA - Scranton,11,255096,49650.18,47842.27,1807.91
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390256,MILTON S HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE,HERSHEY,Pennsylvania,17033,PA - Harrisburg,20,267689.55,90766.3,64254.15,26512.15
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,Pennsylvania,19047,PA - Philadelphia,13,220336.54,60808.08,59982.85,825.23
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,Pennsylvania,19102,PA - Philadelphia,24,888854.17,124512.13,101142.75,23369.38
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,Rhode Island,2903,RI - Providence,14,345235.29,106675.5,97080.64,9594.86
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,South Carolina,29730,NC - Charlotte,11,135487.45,48361.45,46979.27,1382.18
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,South Carolina,29425,SC - Charleston,40,206999.15,86430.43,74331.35,12099.08
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,South Carolina,29303,SC - Spartanburg,25,251334.4,64265.48,60189.84,4075.64
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,South Carolina,29203,SC - Columbia,19,459230.89,96946.37,86990.74,9955.63
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420027,ANMED HEALTH,800 N FANT ST,ANDERSON,South Carolina,29621,SC - Greenville,14,413570.71,57635.71,51949.21,5686.5
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,South Carolina,29506,SC - Florence,19,323551.16,59104.11,54194.11,4910
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,South Carolina,29605,SC - Greenville,32,219525.5,67295.38,60144.84,7150.54
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,South Carolina,29572,SC - Charleston,13,368763.69,51039.54,49938.62,1100.92
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,South Carolina,29401,SC - Charleston,14,205982.07,62134.43,58647.07,3487.36
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,South Carolina,29505,SC - Florence,15,337723.2,46133.87,44588.07,1545.8
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,430077,RAPID CITY REGIONAL HOSPITAL,353 FAIRMONT BLVD  POST OFFICE BOX 6000,RAPID CITY,South Dakota,57701,SD - Rapid City,11,201844,84899.55,82679.27,2220.28
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,Tennessee,38301,TN - Jackson,28,162505,59280.29,58042.18,1238.11
"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",4,Tracheotomy,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,Tennessee,37207,TN - Nashville,16,316682.81,53906.5,52696.88,1209.62
